CodigoInterno,NombreInvima,DescripcionComercial,CodigoInvima,Cum
670240,ELIGARD ® 45 MG,CAJA CON BANDEJA X (JERINGA A (ATRIGEL) +EM+SOBRE SECANTE) + BANDEJA X (JERINGA B (LEUPROLIDE ACETATO) + AGUJA + SOBRE SECANTE),INVIMA 2023M-0013021-R2,20032905-1
C017872,COMPLEJO B JARABE,FRASCO DE PET ÁMBAR POR 120 ML CON TAPA ROSCA BLANCA DE POLIPROPILENO Y LINER DE POLIETILENO,INVIMA 2022M-002114-R4,34040-3
C265640,KETOROLACO INYECTABLE 30 MG/ML,CAJA PLEGADIZA POR 5 AMPOLLAS ÁMBAR DE VIDRIO TIPO I POR 1 ML,INVIMA 2021M-001675-R3,53287-1
C13469,ZUDENINA® PLUS GEL,CAJA EN CARTULINA CON UN TUBO COLAPSIBLE EN ALUMINIO POR 30 G,INVIMA 2022M-0009031-R1,19996391-1
C005338,SYNTHROID® 100 MCG TABLETAS,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 90 TABLETAS,INVIMA 2019M-0001709-R2,19930431-6
C255270,LOCERYL® LACA PARA UÑAS AL 5%,KIT:1 FRASCO DE VIDRIO ÁMBARTIPO I POR 2.5ML+30 TOALLAS HUMEDAS. 10 ESPÁTULAS REUTILIZABLES + 30 LIMAS DE UÑAS Y FOLLETO DE USO.,INVIMA 2019M-014392-R3,46147-2
C363050,ALBENDAZOL SUSPENSION,SACHET LAMINADO TRICAPA (POL/ALU/PE) X 20 ML-CAJA PLEGADIZA X 12 SACHETS (CADA SACHET X 20 ML),INVIMA 2019 M-013108- R2,230417-6
C528900,FLUCONAZOL 200 MG CAPSULA DURA,CAJA POR 7 CÁPSULAS EN BLISTER PVC/ALUMINIO POR 7 CÁPSULAS CADA UNO,INVIMA 2021M-000338-R3,38382-2
C630266,TOPTEAR® P SOLUCIÓN OFTÁLMICA ESTÉRIL,COMERCIAL:1H1040831000101 ACIDO HIALURONICO 2.0000 MG OTRAS SOLUCIONES OFTALMICA (TOPTEAR P) FRASCO 10.0000ML. CAJA PLEGADIZA CON 1 FRASCO GOTERO DE PEBD (POLIETILENO DE BAJA DENSIDAD). POR 10 ML CON SUBTAPA CAPILAR GOTA A GOTA DE PEBD Y TAPA DE SEGURIDAD BLANCA DE PP (POLIPROPILENO).,INVIMA 2023M-0020880,20212506-1
C999074,DOXORUBICINA SOLUCION INYECTABLE 10 MG/ 5ML,CAJA PLEGADIZA POR UN VIAL AMBAR DE VIDRIO TIPO I CON TAPON DE CAUCHO BROMOBUTILO Y SELLO DE ALUMINIO. CONTENIENDO LA SOLUCION I,INVIMA 2010M-0010624,20010928-1
C050028,ZEJULA® 100 MG TABLETAS RECUBIERTAS,CAJA POR 56 TABLETAS RECUBIERTAS EN 8 BLÍSTER OPA/ALU/PVC/ALU POR 7 TABLETAS RECUBIERTAS CADA UNO,INVIMA 2023M-0021145,20213253-2
C0428921,WESCOHEX®,FRASCO DE POLIETILENO CON TAPA DE POLIETILENO BLANCA POR 1000 ML. DE SOLUCION.,INVIMA 2019M-012898-R2,227035-4
C670397,NABILA® 5 MG COMPRIMIDOS,CAJA POR 28 COMPRIMIDOS EN BLISTER PVC-PVDC CRISTAL CON FILTRO UV/ALUMINIO POR 14 TABLETAS CADA BLISTER,INVIMA 2018M-0009439-R1,20001377-5
C063025,LOSARTAN POTASICO 100 MG TABLETAS,COMERCIAL: 1L1011181001103 CAJA POR 300 TABLETAS. EN BLISTER FOIL ALUMINIO / PVC TRANSPARENTE. 30 BLISTER POR 10 TABLETAS,INVIMA 2023M-0018171-R1,20123643-17
C376252,ROSUVAXE ® 20/10MG TABLETA,CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER ALUMINIO-PVC/PVDC BLANCO. BLISTER POR 10 TABLETAS.,INVIMA 2020M-0013339-R1,20037932-3
410004,FOSTREN® 3 G,CAJA CONSIN DATOUN SOBRE TRILAMINADO DE PAPEL ALUMINIO POR 8 GRAMOS,INVIMA 2017M-0012316-R1,20023694-1
320060,INVEGA® TABLETAS DE LIBERACION PROLONGADA DE 9 MG,1P1043171000100 PALIPERIDONA 9.0000 MG TABLETAS DE LIBERACION MODIFICADA ORAL (INVEGA) TABLETA 1.0000U / CAJA X 14 TABLETAS DE LIBERACIÓN PROLONGADA EN BLÍSTER DE POLIAMIDA ORIENTADA (OPA)-ALUMINIO-PVC/ALUMINIO A PRUEBA DE NIÑOS (CR).,INVIMA 2023M-0007545-R1,19983122-2
C660481,RIFAX® 550MG TABLETAS RECUBIERTAS,CAJA X 28 TABLETAS RECUBIERTAS EN BLISTER ALU / ALU.,INVIMA 2014M-0015323,20058720-2
C670200,DOMINIUM ® 50 MG COMPRIMIDOS RECUBIERTOS,CAJA PLEGADIZA DE CARTULINA POR 2 BLISTER DE PVC - ALUMINIO POR 10 COMPRIMIDOS.,INVIMA 2020M-0003084-R2,19941892-2
C095624,SINALGEN FORTE® 7.5/325 TABLETAS,IUM 2H1005971003103 HIDROCODONA 7.5000 MG/PARACETAMOL 325.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SINALGEN FORTE) TABLETA 1.0000U / CAJA X 30 / CAJA PLEGADIZA POR 30 TABLETAS EN BLÍSTER DE PAPEL/ADHESIVO/FOIL EN ALUMINIO/PVC TRANSPARENTE,INVIMA 2023M-0018042-R1,20131730-4
C253466,CETRILEV® 5 MG,CAJA POR 3 BLÍSTER ALU/ALU POR 10 TABLETAS CADA UNO,INVIMA 2016M-0017091,20094238-1
C190530,LETROLE®,CAJA POR 3 BLISTER EN ALUMINIO/PVC-PE-PVDC POR 10 TABLETAS CADA UNO,INVIMA 2014M-0015445,20065665-1
C253445,OLMEDOXTAN® 20 MG,CAJA X 30 TABLETAS RECUBIERTAS EN BLISTER DE ALUMINIO/ALUMINIO,INVIMA 2015M-0016574,20089803-2
C215623,POMALYST® 4 MG,POMALIDOMIDA 4.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (POMALYST) CAPSULA 1.0000U / CAJA X 21,INVIMA 2022M-0017899-R1,20113546-1
C345040,ESPIROLAN 25 MG TABLETAS,CAJA POR 20 TABLETAS EN BLISTER PVC/ ALUMINIO USO INSTITUCIONAL,INVIMA 2017M-0006113-R1,19963166-5
485022,HIPERVISC®,CAJA CON UN FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD CON GOTERO POR 5 ML .,INVIMA 2015M-0003627-R1,19946047-1
C150012,BREZTRI® AEROSPHERE,INHALADOR EN ALUMINIO CON DISPOSITIVOS MEDIDOR DE DOSIS CONTENIENDO 120 DOSIS,INVIMA 2024M-0021557,20217278-1
C080001,MORFINA CLORHIDRATO AL 3% SOLUCIÓN ORAL,CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO IIISIN DATOXSIN DATO30 ML + TAPA DE POLIPROPILENO,INVIMA 2017M-006983-R2,218190-1
C10152,MYOS -NOR F TABLETAS,CAJA POR 20 TABLETAS EN BLISTER ALUMINIO /PVC TRANSPARENTE,INVIMA 2019M-0008741-R1,19986776-4
C750671,ROBAXIFEN® NF,METOCARBAMOL 400.0000 MG/PARACETAMOL 325.0000 MG TABLETAS DE LIBERACIÓN NO MODIFICADA ORAL (ROBAXIFEN NF) TABLETA 1.0000 U / CAJA X 24. CAJA POR 24 TABLETAS RECUBIERTAS EN BLÍSTER DE AUMINIO/PVC/PCTFE POR 12 TABLETAS.,INVIMA 2021M-0016865-R1,20080585-1
C07356,NOVOEIGHT® 250 UI POLVO Y SOLVENTE PARA SOLUCIÓN INYECTABLE,CAJA POR 1 VIAL DE VIDRIO TIPO I Y UNA JERINGA PRECARGADA DE 4ML CON SOLVENTE DE CLORURO DE SODIO,INVIMA 2023MBT-0016831-R1,20082671-1
605560,PNEUMOVAX ® 23 (VACUNA PNEUMOCOCO POLIVALENTE),CAJA POR 1 VIAL DE VIDRIO TIPO I CON TAPÓN GRIS DE BROMOBUTILO Y SELLO DE ALUMINIO CON TAPA DE PLASTICO VIOLETA CON 0.5 ML DE SOLUCION INYECTABLE CADA UNO MAS INSERTO.,INVIMA 2020MB-0008056-R1,19983100-1
C103421,LEVOCAPONE 50/12.5/200 TABLETA RECUBIERTA.,CAJA PLEGADIZA CON UN FRASCO HDPE BLANCO CON LINNER DE INDUCCIÓN DE ALUMINIO. TAPA BLANCA PP Y SILICA GEL POR 30 TABLETAS (IUM 2C1030881000100),INVIMA 2019M-0019341,20147960-1
C095526,ADOL PRO® TABLETAS RECUBIERTAS,IUM 2H1005991005105 HIDROCODONA 5.0 MG/PARACETAMOL 325.0 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (NOVAMED & ADOL PRO) TABLETA 1U / CAJA X 30 - CAJA PLEGADIZA POR 10 TABLETAS RECUBIERTAS CON 3 BLÍSTER PVC-PVDC/FOIL ALUMINIO POR 10 TABLETAS RECUBIERTAS.,INVIMA 2021M-0020390,20173837-3
C253417,TENDIFU®,CAJA CON UN FRASCO DE PEAD BLANCO X 30 TABLETAS. CON TAPA BLANCA DE PP A PRUEBA DE NIÑOS CON LINNER. BOLSA DE SÍLICA GEL Y ALGODÓN.,INVIMA 2014M-0015141,20065186-1
C023111,ERITROPOYETINA 2000 UI SOLUCION INYECTABLE,CAJA DE CARTULINA POR 160 JERINGAS PRELLENADAS (CON CAPACIDAD DE 1 ML(VIDRIO TIPO I)) POR 1 ML + AGUJA EN CUNA DE PVC TRANSPARENTE. SELLADA CON UNFILM PLÁSTICO TRANSPARENTE.,INVIMA 2009MBT-0010280,20005999-17
C455240,FLECTADOL CAPSULAS,CAJA POR 20 CÁPSULAS EN BLISTER PVC TRANSPARENTE / FOIL ALUMINIO EN BLISTER DE 10 CÁPSULAS,INVIMA 2015M-0004641-R1,19952452-9
C03799,GLIVEC® 400 MG COMPRIMIDO CON CUBIERTA PELICULAR,CAJA CON BLISTER PA/AL/PVC POR 30 COMPRIMIDOS CON CUBIERTA PELICULAR.,INVIMA 2022M-0002944-R2,19939438-9
C0151213,CARBOPLATINO 450MG /45ML SOLUCION INYECTABLE,CAJA CON UN FRASCO VIAL DE VIDRIO TIPO I TRANSPARENTE POR 50ML. CON TAPÓN DE CAUCHO DE BROMO BUTILO Y SELLO FLIP OFF COLOR ROJO,INVIMA 2008M-0008300,19982073-2
C345021,CROMOGLICATO DE SODIO 2% SOLUCION OFTALMICA,FRASCO GOTERO DE PEBD POR 5 ML Y TAPA DE SEGURIDAD BLANCA.,INVIMA 2021M-0004691-R2,19951339-1
C073533,NOVORAPID® 100 U/ML,CAJA POR UN VIAL DE VIDRIO TIPO I INCOLORO CON 10 ML,INVIMA 2023MBT-0002808-R2,19910693-11
C125160,BUSCAPINA ® GRAGEAS,CAJA POR 20 TABLETAS RECUBIERTAS EN BLÍSTER PVC/ALUMINIO TEMPLADO,INVIMA2020M-000552-R4,29374-10
C102075,PROLEVO® 100 MCG,CAJA PLEGADIZA POR 60 CÁPSULAS BLANDAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER ALUMINIO/ ALUMINIO POR 10 CÁPSULAS BLANDAS CADA UNO.,INVIMA 2024M-0021676,20233288-15
C905122,BILAXTEN20 MG COMPRIMIDOS,CAJA PORSIN DATO20 TABLETAS EN BLISTER ALU/ALU,INVIMA 2022M-0012436-R2,20030167-2
C121391,RIVAROXABAN 10 MG. TABLETAS RECUBIERTAS,1R1009221001100 CAJA POR 10 TABLETASSIN DATORECUBIERTASSIN DATOEN BLISTERSIN DATODE PVC/PVDC TRANSPARENTE/ALUMINIO. CADA BLISTER POR 10 TABLETAS RECUBIERTAS CADA UNO.,INVIMA 2020M-0019567,20158699-1
C149900,LENOSIDE 5,CAJA PLEGADIZA CON 21 CÁPSULAS EN 3 BLÍSTER PVC/ACLAR TRANSPARENTE - ALUMINIO X 7 CÁPSULAS CADA UNO + INSERTO.,INVIMA 2019M-0019481,20137943-1
C395410,VALKIR® 450 TABLETAS RECUBIERTAS,USO INSTITUCIONAL: CAJA PLEGADIZA CON FRASCO PEAD BLANCO CON TAPA DE SEGURIDAD DE POLIPROPILENO BLANCA CON BOLSA DE SILICA GEL MINIPAX POR 60 TABLETAS.,INVIMA 2023M-0016045-R1,20087717-9
C990532,ROSUVINA LEGRAND® E 10/20,CAJA PLEGADIZA X 30 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO Y BOLSA SACHET,INVIMA 2023M-0013774-R2,20043344-19
C395036,LEGABIN® CR 330 MG,CAJA PLEGADIZA POR 30 TABLETAS: 3 BLÍSTER ALU/ALU X 10 TABLETAS C/U.,INVIMA 2024M-0021637,20205854-2
C430024,ESTATLEN® 80 MG TABLETA RECUBIERTA,CAJA POR 100 TABLETAS RECUBIERTA EN BLÍSTER PVC/PVDC TRANSPARENTE/ALUMINIO CON 10 TABLETAS RECUBIERTAS CADA BLÍSTER,INVIMA 2023M-0018398-R1,20141920-9
C140008,ADOREM PLUS TABLETAS,CAJA X 100 TABLETAS EN BLISTER PVC - PAPEL ALUMINIO IMPRESO AZUL.,INVIMA 2023M-0002330-R2,19935345-11
C665013,ARANESP® 100µG SOLUCION INYECTABLE EN JERINGA PRELLENADA,CAJA CON UNA BANDEJA CONTENIENDO 1 JERINGA PRELLENADA DE VIDRIO TIPO I CON 0.5ML DE SOLUCIÓN INYECTABLE. CON AGUJA DE ACERO INOXIDABLE.,INVIMA 2021MBT-0016503-R1,20087648-1
C991329,PENICILINA G BENZATINICA 2.400.000 UI,CAJA PLEGADIZA CON 10 VIALES DE VIDRIO TRANSPARENTE TIPO II. CON TAPÓN DE CAUCHO DE BUTILO Y TAPA PLÁSTICA TIPO FLIP OFF CON AGRAFE DE ALUMINIO,INVIMA 2020M-0014285-R1,20054699-3
C466325,CURAM®JUNIOR 457/5ML,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 17.5G DE POLVO PARA RECONSTITUIR A 70ML.,INVIMA 2017M-0004708-R1,19952509-2
C020200,REFRESH TEARS®,CAJA CON UN FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD POR 15ML,INVIMA 2023M-011074-R3,226891-3
C014041,CABOMETYX 40 MG,1C1038431000100CABOZANTINIB 40 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (CABOMETYX) TABLETA 1 U / CAJA X 30 - CAJASIN DATOCONSIN DATOUN FRASCO BLANCO DE HDPE+ SILICA GEL CON TAPA BLANCASIN DATOA PRUEBA DE NIÑOSSIN DATODE POLIPROPILENO + ALUMINIO POR 30SIN DATOTABLETAS DE CABOZANTINIB 40 MG,INVIMA 2021M-0020421,20172869-2
C630016,AMOXIDAL DUO® COMPRIMIDOS,CAJA POR 21 COMPRIMIDOS RECUBIERTOS EN BLISTER AL /PVC,INVIMA 2020M-014496-R3,19908092-8
C068981,MYLANTA® DOS,CAJA CON UN FRASCO POR 240 ML SABOR A MENTA,INVIMA 2015M-0011284-R1,20015060-1
C0215131,DOLEX® TABLETAS RECUBIERTAS,CAJA POR 100 TABLETAS EN TIRAS DE POLYPAPER (COMPUESTO POR : LACA + TINTA + PAPEL + POLIETILENO + 5% SURLYN) CON 10 SOBRES POR 10 TABLETAS CADA UNO.,INVIMA 2019M-0015512-R1,20068891-2
C395060,ESOPRAX ® 20MG CAPSULAS,(MARCA) FRASCO EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO. PORSIN DATO14 CAPSULAS.,INVIMA 2019M-0002766-R2,19940078-2
C215638,POLEMA® 4 MG CAPSULAS,CAJA PLEGADIZA CON 1 FRASCO EN PEAD BLANCO CON TAPA EN PP BLANCA POR 21 CAPSULAS. POMALIDOMIDA 4.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (POLEMA) CAPSULA 1.0000U / FRASCO X 21,INVIMA 2023M-0021035,20194162-1
55153,ASPIRINA® 100 MG TABLETAS,CAJA POR 28 TABLETAS EN BLISTER ACLAR PA 160-03 / AL (1 BLISTER),INVIMA 2013M-0014234,20051807-1
C9991137,EMTRIFOVIR® 300/200 MG TABLETAS RECUBIERTA.,CAJA CON FRASCO PEAD BLANCO POR 30 TABLETAS RECUBIERTAS. CON TAPA PUSH DOWN BLANCA 38 MMSIN DATOFOIL ALUMINIO Y 3 BOLSA DE SILICA GEL POR 1 GRAMO.,INVIMA 2020M-0016089-R1,20092764-2
C01530,CARVEDILOL 6.25 MG TABLETAS RECUBIERTAS,CAJA DE CARTÓN CARTULINA MAULE C-16 REVERSO BLANCO POR 60 TABLETAS RECUBIERTAS EN BLÍSTER TRIFLEX II (PP/AL/PVC/PVDC) / ALUMINIO.,INVIMA 2021M-0016568-R1,20086955-4
C09346,SPRYCEL® 50 MGTABLETA RECUBIERTA,CAJA DE CARTON CON FRASCO DE POLIETILENO DE ALTA DENSIDAD (HDPE) POR 60 TABLETAS RECUBIERTAS,INVIMA 2020M-0007269-R1,19980918-1
C06243,ZYMAXID®,CAJA POR FRASCO GOTERO EN PEBD X 5 ML,INVIMA 2019M-0013743-R1,20030887-2
C320109,REMINYL® SOLUCION ORAL DE 4 MG/ML,CAJA CON UN FRASCO DE VIDRIO TIPO III COLOR AMBARSIN DATO(CON PIPETA DOSIFICADORA EN HDPE/LDPE/PS GRADUADA DE 1 A 6ML) POR 100ML.POR 100ML,INVIMA 2019M-0001946-R2,19932247-1
C018272,OPENXY® 0.025%,FRASCO BLANCO PEAD (POLIETILENO DE ALTA DENSIDAD) X 15 ML CON BOMBA SPRAY NASAL,INVIMA 2022M-0016138-R1,20079153-2
C750191,BRONCHO® VAXOMNIÑOS SOBRES,CAJA PLEGADIZA POR 30 SOBRES DE PAPEL / ALUMINIO- POLIETILENO,INVIMA 2023MB-0003541-R2,19942558-2
C003365,ASPIRINA® 500MG TABLETAS EFERVESCENTES,CAJA X 50 TABLETAS EFERVESCENTES EN SOBRE PAPEL/PE/ ALU-SURLYN X 2 TAB EFER C/U.,INVIMA 2021M-0013467-R1,20047308-2
C9891261,ROXICAINA® 1% SIMPLE . SOLUCION INYECTABLE,CAJA X 24 AMPOULE-PACK X 10 ML,INVIMA 2008 M-010298 R1,43735-3
C095019,OLUMIANT 2 MG,1B1014471000102 CAJA POR 28 TABLETAS DE 2 MG. TIPO ENVASE: ENVASE DE ALUMINIO + ALUMINIO. COLOR GRIS TIPO EMPAQUE: CAJA DE CARTULINA. COLOR BLANCO,INVIMA 2019M 0019292,20157001-3
C400017,FIRIALTA® 10 MG TABLETAS RECUBIERTAS,CAJA CON 28 TABLETAS RECUBIERTAS (2 BLÍSTER CON 14 TABLETAS C/U) EN BLÍSTER AL/PVC/PVDC,INVIMA 2024M-0021588,20202931-1
C03737,NEXIUM ® 10 MG GRÁNULOS GASTRO-RESISTENTES PARA SUSPENSIÓNORAL,CAJA DESIN DATOCARTÓNSIN DATOXSIN DATO28SIN DATOSOBRES ENSIN DATOENVASE TEREFTALATO DE POLIETILENO- ALUMINIOSIN DATOYSIN DATOPOLIETILENOSIN DATODESIN DATOBAJA DENSIDAD,INVIMA 2008M-0008823,19995986-2
C700512,VERAPAMILO 120MG.,CAJA POR 300 TABLETAS CUBIERTAS EN BLISTER PVC/ALUMINIOSIN DATOPOR 10 TABLETAS CUBIERTAS CADA BLISTER,INVIMA 2010 M-011741 R2,36782-3
C12168,DULCOLAX® 5 MG GRAGEAS,CAJA POR 20 GRAGEAS EN BLÍSTER DE PVC/PVDC/ALUMINIO,INVIMA 2022M-001357-R4,31462-2
C01798,CLENOX ®,CAJA POR 1SIN DATOJERINGA PRELLENADA EN BLISTER PVC/PROPALCOTE POR 0. 4 ML C/U.,INVIMA 2024MB-0004412-R2,19950452-109
C529400,TAPECTAM®,CAJA POR 1 FRASCO VIAL DE VIDRIO TRANSPARENTE TIPO I,INVIMA 2019M-0009760-R1,20005168-1
C465206,EXELON ®CAPSULAS6.0 MG,CAJA POR 28 CAPSULAS DURAS BLISTER DE PVC/ALUMINIO,INVIMA 2010M-0010655,20008026-5
C376029,NUEVID®,CAJA POR 12 TABLETASSIN DATORECUBIERTAS EN TRES BLISTER OPA-ALU-PVC / ALU MAS PAPEL ALUMINIO POR 4 TABLETAS CADA BLISTER.,INVIMA 2022M-0014671-R1,20052952-3
C055790,VELBIENNE® 10,CAJA CON 1 BLÍSTER PVC/PVDC - ALUMINIO QUE CONTIENE 28 TABLETAS RECUBIERTAS POR BLÍSTER. CON PORTABLISTER,INVIMA 2017M-0017558,20104341-10
C411519,HERTICAD®,CAJA DE CARTON CON UN VIAL DE VIDRIO TIPO I CON TAPON DESIN DATOBROMOBUTILO Y SELLO DE ALUMINIO CON POLVO PARA RECONSTITUIR A SOLUCION INYECTABLE.,INVIMA 2021M-0020093,20130360-1
C670101,BROMHEXINA MK 8 MG/5 ML JARABE,CAJA PLEGADIZA CON FRASCO DE VIDRIO ÁMBAR POR 120 ML Y CUCHARA PLÁSTICA.,INVIMA 2021M-014909-R3,19912626-2
C515170,DIFLUCAN ® CAPSULAS 200 MG,CAJA POR 7 CÁPSULAS EN BLISTER PVC/ALUMINIO,INVIMA 2021M-003351-R3,52790-2
C08557,PREDNISOLONA 1 MG/ ML,CAJA PLEGADIZA CON FRASCO DE VIDRIO X 120 ML MÁS JERINGA DOSIFICADORA. TAPÓN DE SEGURIDAD E INSTRUCTIVO DE USO.,INVIMA 2020M-0015852-R1,20084373-7
C650461,RIFAMED®550 MG TABLETAS RECUBIERTAS.,1R1018331001100 CAJA POR 14 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO /PVC/TE/PVDC TRANSPARENTE/FOIL ALUMINIO 2 BLISTER POR 7 TABLETAS.,INVIMA 2023M-0018581-R1,20135411-1
C430153,TIROXIN 88,(GENERICO) CAJA X 60 TABLETAS EN BLÍSTER PVC/PVDC ÁMBAR - ALUMINIO X 30 TABLETAS CADA BLÍSTER,INVIMA 2009M-0009847,20001113-13
C142162,WARFARINA 5 MG,CAJA PLEGADIZA X 150 TABLETAS EN BLISTER ALU - ALU (COLDFORM OPA / ALU / PVC) X 10 TABLETAS CADA UNO. INCLUYE FOLLETO (INSERTO).,INVIMA 2020M-0012784-R1,20032093-13
C09594,SUERO FISIOLOGICO,FRASCO PLASTICO POR 30 ML CON TAPA PLASTICA EN CAJA CORRUGADA POR 300 UNIDADES,INVIMA 2009M-0010175,20007871-1
C9990996,FEVENY®TABLETAS RECUBIERTAS,CAJA CON BLÍSTER DE ALUMINIO/PVC POR 28 TABLETAS RECUBIERTAS.,INVIMA 2017M-0012121-R1,20010390-1
C02200,DOLEX® ACTIVGEL,CAJA POR 20 CAPSULAS BLANDAS EN BLISTER DE PVDC/FOIL ALUMINIO. BLISTER POR 10 CAPSULAS BLANDAS.,INVIMA 2019M-0014206-R1,20058810-7
C652132,DEXAMETASONA FOSFATO SOLUCION INYECTABLE 4 MG/ML,CAJA CONSIN DATO10 AMPOLLAS DE VIDRIO TIPO I TRANSPARENTE POR 1 ML.,INVIMA 2022M-0005469-R2,19959764-2
C700007,LEVOFLOXACINA 500 MG,CAJA POR 7 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO,INVIMA 2020M-0010148-R1,20008193-3
C11522,MEROGRAM® 1000MG,CAJA POR UN FRASCO VIAL DE VIDRIO TIPO I DE 20 ML CON TAPON DE BROMOBUTILO Y AGRAFE DE ALUMINIO Y TAPA FLIP-OFF CONTIENDO 1000 MG DE MEROPENEM + INSERTO,INVIMA 2021M-0016293-R1,20087664-1
C10501,VALCOTE® 250 MG TABLETAS CON CUBIERTA ENTÉRICA,ESTUCHE DE CARTON CON 1 FRASCO DE VIDRIO AMBAR POR 30 TABLETAS DE LIBERACIÓN RETARDADA,INVIMA 2020M-007747-R4,93689-2
C5256651,VARTERAL NF 160/5 MG CÁPSULAS,CAJA POR 28 CÁPSULAS BLANDAS ENSIN DATOBLISTER ALUMINIO / ALUMINIO POR 7 CÁPSULAS CADA UNO.,INVIMA 2008M-0008460,19987949-4
C2101081,BROCRIPTIN® 5MG/2.5MG,IUM 2L1002761003103: LEVOCETIRIZINA 2.5000 MG/MONTELUKAST 5.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (BROCRIPTIN) TABLETA 1.0000U / CAJA X 30. CAJA POR 30 TABLETAS MASTICABLES EN BLÍSTER LAMINADO ALU/ALU POR 6 TABLETAS MASTICABLES.,INVIMA 2019M-0018869,20151816-17
C130365,VIZIMPRO® 30 MG,DACOMITINIB 30.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (VIZIMPRO) TABLETA 1.0000U / CAJA X 30 - CAJA POR 30 TABLETAS RECUBIERTAS EN 3 BLÍSTERESDE ALUMINIO/POLIAMIDA-ALUMINIO-PVC. POR 10 TABLETAS RECUBIERTAS CADA UNO,INVIMA 2022M-0020836,20210107-1
C255165,CORTISOLONA® LOCION 0.5 %,FRASCO PLASTICO PEBD POR 30 G,INVIMA 2019M-0009495-R1,20001046-3
C515543,SUTENT® CAPSULAS 50 MG,SUNITINIB 50.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (SUTENT) CAPSULA 1.0000U / CAJA X 28. CAJA CON UN FRASCO DE PEAD. CON TAPA DE POLIPROPILENO POR 28 CÁPSULAS,INVIMA 2022M-0006442-R2,19968258-1
C210244,TROMBOLADE® 50 MG TABLETA RECUBIERTA,1E1036291000101. CAJA POR 28 TABLETAS RECUBIERTAS EN 2 Ó 4 BLÍSTER EN ALUMINIO / ALUMINIO (OPA-ALUMINIO-PVC / ALUMINIO) POR 14 Ó 7 TABLETAS RECUBIERTAS C/U.,INVIMA 2021M-0020287,20196775-2
C030280,SEROQUEL® 25 MG TABLETA RECUBIERTA,CAJA POR 30 TABLETAS EN BLISTER PVC BLANCO OPACO/ALUMINIO.,INVIMA 2021M-010058-R2,224719-5
C0053472,BRINTELLIX® 20 MG,CAJA X 28 TABLETAS RECUBIERTAS,INVIMA 2020M-0015944-R1,20080353-3
C100120,AMPICILINA 500 MG,CAJA PLEGADIZA POR 10 UNIDADES FRASCO VIAL DE VIDRIO TIPO I. TAPÓN DE CAUCHO Y AGRAFE DE ALUMINIO CON SELLO PLÁSTICO TIPO FLIP OFF CON 500 MG DE PRODUCTO.,INVIMA 2020M-0003788-R2,19942486-1
C030110,BETALOC ZOK® 25 MG,CAJA POR 30 TABLETAS EN BLÍSTER DE PVC/ALUMINIO,INVIMA 2021M-0002062-R2,19927923-6
C595302,MIZONIC ® 4 MG/VIAL POLVO LIOFILIZADO,1Z1003741002100 CAJA PLEGADIZA POR UN FRASCO DE VIDRIO TIPO I CON TAPON DE CAUCHO GRIS POR 4 MG,INVIMA 2019M-0018951,20135948-1
C050090,TRAVAD COLONPEG,CAJA PLEGADIZA CON 4 SOBRES PAPEL/RESINA PE/ALUMINIO MÁS INSERTO (IUM 2P1018091000101),INVIMA 2019M-0019493,20134278-1
C700224,ENALAPRIL MALEATO 5 MG TABLETAS,CAJA PLEGADIZA X 150 TABLETAS EN BLÍSTER ALUMINIO/ALUMINIO X 10 TABLETAS CADA UNO.,INVIMA 2022M-011529-R3,36124-3
C140311,DIFAST FTABLETAS,CAJA CARTON POR 20 TABLETAS EN BLISTER PVC/ALUMINIO X 10 TABLETAS,INVIMA 2016M-014668-R2,19908637-4
C525518,LATANOX®,CAJA X 25 FRASCOS GOTERO DE PEBD COLOR BLANCO POR 2.5 ML CON TAPA DE POLIPROPILENO DE COLOR BLANCO Y SUBTAPA DE PEBD TRANSPARENTE.,INVIMA 2016M-0004180-R1,19947216-15
C301121,RENESTEX®,2L1032021000101. CAJA POR 30 CÁPSULAS BLANDAS CON FORMA DE DOSIFICACIÓN UNIGEL. EN TRES (3) BLÍSTER DE ALUMINIO - PVC/TE/PVDC.,INVIMA 2020M-0019600,20171823-3
